analysis_scope,state,method,buffer_m,variable,frozen_weight_variable,fips,county,metric_value,standardized_value,spatial_lag,local_moran_i,expected_local_i,variance_sim,z_sim,p_z_sim_one_sided,p_z_sim_two_sided_approx,p_sim_directed_legacy,p_sim_two_sided,formal_p_value_field,two_sided_derivation,raw_alpha,raw_significant,fdr_family_id,fdr_n_tests,fdr_alpha,fdr_critical_p,fdr_significant,quadrant,library_quadrant_code_audit,raw_cluster_type,formal_fdr_cluster_type,neighbor_count,is_island,weights_sha256,permutations,random_seed,n_jobs,status,frozen_weight_method
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1021,Chilton,0.006976771862,-0.812818820545,0.654484006787,-0.524036964455,-0.000383446739,0.084856052104,-1.797639548333,0.036117073434,0.072234146867,0.053000000000,0.105000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LH,2.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,7,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1023,Choctaw,0.000446032855,-0.843284828609,-0.058164474321,0.048317140867,0.014725935526,0.149552201365,0.086861871579,0.465390653499,0.930781306999,0.493000000000,0.985000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,4,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1025,Clarke,0.000539030466,-0.842850993178,-0.089878086133,0.074623179921,-0.000687680559,0.100258082352,0.237847128704,0.405999831965,0.811999663929,0.417000000000,0.833000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1027,Clay,0.000849803289,-0.841401232696,-0.319542936844,0.264850928110,0.010884330865,0.125086836662,0.718076634218,0.236355018168,0.472710036336,0.247000000000,0.493000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,5,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1029,Cleburne,0.001218970602,-0.839679060929,0.560052296634,-0.463245318054,0.010880304627,0.124580561755,-1.343285366507,0.089589794320,0.179179588640,0.105000000000,0.209000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LH,2.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,5,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1031,Coffee,0.000398304449,-0.843507482431,-0.620552074097,0.515627775683,0.010883421538,0.125705680983,1.423619792251,0.077278281637,0.154556563274,0.060000000000,0.119000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,5,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1033,Colbert,0.351079973851,0.792428443997,-0.124354790605,-0.097071493025,-0.030562388706,0.188538786288,-0.153172480594,0.439131129431,0.878262258861,0.460000000000,0.919000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HL,4.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,3,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1035,Conecuh,0.000000000000,-0.845365579431,-0.844216401551,0.703019674216,0.020871796442,0.153010208068,1.743886956988,0.040589401708,0.081178803415,0.006000000000,0.011000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,True,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,LL,NOT_SIGNIFICANT,4,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1037,Coosa,0.004142156863,-0.826042347519,0.498662877578,-0.405768644254,0.002185574772,0.097509654201,-1.306434440295,0.095702430095,0.191404860190,0.103000000000,0.205000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LH,2.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1039,Covington,0.000000000000,-0.845365579431,-0.842693814088,0.701751742273,0.002003142267,0.102085196267,2.190083403979,0.014259094303,0.028518188605,0.004000000000,0.007000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,True,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,LL,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1041,Crenshaw,0.002229045043,-0.834967046557,-0.493679920415,0.406054129793,0.002129753837,0.099626315741,1.279714313881,0.100322814310,0.200645628620,0.101000000000,0.201000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1043,Cullman,0.301793563055,0.562506502986,0.345993932010,0.191719003365,-0.012415802099,0.044997185941,0.962330791447,0.167941733228,0.335883466457,0.167000000000,0.333000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1045,Dale,0.002211488997,-0.835048945809,-0.648582241808,0.533514366287,-0.000747891732,0.099237183961,1.695966538657,0.044946108577,0.089892217154,0.034000000000,0.067000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1047,Dallas,0.243684433561,0.291426429839,-0.210888221492,-0.060541111910,-0.004270911725,0.011886439749,-0.516122228206,0.302884521991,0.605769043983,0.314000000000,0.627000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HL,4.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1049,DeKalb,0.466435767812,1.330565176334,0.925625940048,1.213223468376,-0.073029008144,0.368817585825,2.117972971589,0.017088678398,0.034177356797,0.027000000000,0.053000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,4,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1051,Elmore,0.630405016255,2.095484497080,0.038679734242,0.079843040419,-0.088866517850,0.572325702345,0.223006778155,0.411765115568,0.823530231136,0.402000000000,0.803000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1053,Escambia,0.000808992172,-0.841591617248,-0.499625079282,0.414204453439,0.022465766797,0.150598873857,1.009451832571,0.156378995482,0.312757990964,0.159000000000,0.317000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,4,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1055,Etowah,0.671379085601,2.286629224460,1.386675879743,3.123488015483,-0.107349572158,0.682890569744,3.909665204167,0.000046212064,0.000092424129,0.001000000000,0.003000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,True,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,HH,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1057,Fayette,0.000373794210,-0.843621823111,-0.272466015490,0.226427556175,0.008951894003,0.133268462412,0.595726567023,0.275678953603,0.551357907205,0.314000000000,0.627000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,5,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1059,Franklin,0.038239394757,-0.666978155319,-0.172192613597,0.113134551899,0.012498294645,0.102816494783,0.313850684171,0.376817223716,0.753634447431,0.404000000000,0.807000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,4,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1061,Geneva,0.000000000000,-0.845365579431,-0.823613042352,0.685862264286,0.013759233632,0.164564634248,1.656790513864,0.048780917774,0.097561835549,0.057000000000,0.113000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,4,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1063,Greene,0.000565009534,-0.842729800386,-0.002276418435,0.001889772733,0.009312833680,0.133204173116,-0.020338743105,0.491886574822,0.983773149643,0.449000000000,0.897000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,5,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1065,Hale,0.000139736438,-0.844713706581,-0.026058667222,0.021683574372,0.009309309338,0.133821690899,0.033826429355,0.486507780212,0.973015560424,0.474000000000,0.947000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,5,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1067,Henry,0.000000000000,-0.845365579431,-0.816763512035,0.680158330361,0.006290011290,0.231847602396,1.399502680413,0.080831147560,0.161662295120,0.128000000000,0.255000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,3,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1069,Houston,0.016041831946,-0.770530161740,-0.841926701557,0.639047381441,0.006415502259,0.192948641397,1.440224552464,0.074901939486,0.149803878972,0.062000000000,0.123000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,3,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1071,Jackson,0.241132173109,0.279520091609,0.780104628421,0.214800366198,-0.007247428827,0.025373607379,1.393976194393,0.081662396737,0.163324793475,0.097000000000,0.193000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,3,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1073,Jefferson,0.614481018825,2.021198779402,0.963114213615,1.917590865924,-0.084656228247,0.574043498299,2.642684216255,0.004112585394,0.008225170787,0.006000000000,0.011000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,True,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,HH,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1075,Lamar,0.000119374546,-0.844808695152,-0.294296316682,0.244913280011,0.004218976305,0.222344377213,0.510449445923,0.304868311688,0.609736623377,0.355000000000,0.709000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,3,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1077,Lauderdale,0.200734586812,0.091064667415,0.268448727728,0.024081325540,-0.001575270712,0.002582896332,0.504830461216,0.306838959485,0.613677918970,0.291000000000,0.582000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,3,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1079,Lawrence,0.224696868244,0.202849116088,0.146254614670,0.029224819021,-0.003181017794,0.005266986401,0.446521260625,0.327610379274,0.655220758549,0.315000000000,0.629000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,7,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1081,Lee,0.094012782556,-0.406794356734,-0.377414840787,0.151238731449,0.005755295843,0.036459850646,0.761914266768,0.223055587244,0.446111174488,0.249000000000,0.497000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,4,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1083,Limestone,0.140499854923,-0.189931376900,0.564950658115,-0.105700336132,0.003367434971,0.007960121207,-1.222465461195,0.110765828719,0.221531657438,0.124000000000,0.247000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LH,2.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,4,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1085,Lowndes,0.001475147503,-0.838483991348,-0.089446974131,0.073880455049,-0.004458830440,0.099233632273,0.248685327214,0.401802099768,0.803604199536,0.440000000000,0.879000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,LL,3.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
county_within_state_patch75_500m,AL,WUI-P,500,p_a,area_proportion,1087,Macon,0.398921732074,1.015611056290,0.080559200042,0.080595667767,-0.017190214922,0.143358282980,0.258264530390,0.398101379262,0.796202758524,0.390000000000,0.779000000000,p_sim_two_sided,stored_conditional_simulations_esda210_public_logic,0.050000000000,False,AL__WUIP__p_a,67,0.050000000000,0.000746268657,False,HH,1.000000000000,NOT_SIGNIFICANT,NOT_SIGNIFICANT,6,False,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,999,20260728.000000000000,1,FORMAL_COMPLETE,WUI-P
