analysis_panel,state,method,buffer_m,variable,n_units,n_islands,moran_i,expected_i,variance_norm,z_norm,p_norm,significant_p_norm,status,weights_sha256,analysis_scope,frozen_weight_method,frozen_weight_variable,mean,std,alpha,weight_transformation,permutations,random_seed,run,eligibility_status,direction
five_state_radius_sensitivity,CA,WUI-S,500,p_s,58,0,0.226618737136,-0.017543859649,0.006704220806,2.981981744888,0.002863890752,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,600,p_a,58,0,0.216849044676,-0.017543859649,0.006704220806,2.862663532545,0.00420096411,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,600,p_s,58,0,0.220176835812,-0.017543859649,0.006704220806,2.903306172122,0.003692454568,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,700,p_a,58,0,0.219276961849,-0.017543859649,0.006704220806,2.892315923138,0.003824131988,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,700,p_s,58,0,0.211671719548,-0.017543859649,0.006704220806,2.799432352902,0.005119254172,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,800,p_a,58,0,0.216761096002,-0.017543859649,0.006704220806,2.861589406766,0.00421522595,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,800,p_s,58,0,0.206783956428,-0.017543859649,0.006704220806,2.739737622467,0.006148824897,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,900,p_a,58,0,0.21511519368,-0.017543859649,0.006704220806,2.841487840254,0.004490356434,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,900,p_s,58,0,0.201308662002,-0.017543859649,0.006704220806,2.67286731457,0.007520599031,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,1000,p_a,58,0,0.215394306392,-0.017543859649,0.006704220806,2.844896671191,0.004442583194,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,1000,p_s,58,0,0.197689802902,-0.017543859649,0.006704220806,2.628669833389,0.008571954074,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-Z,500,p_a,58,0,0.21874156744,-0.017543859649,0.006704220806,2.885777098705,0.0039044858,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,county_within_state_patch75_500m,WUI-P,area_proportion,0.100092005033,0.094492629525,0.05,r,0.0,,run1,ELIGIBLE_FORMAL_N_GE_30,POSITIVE_SIGNIFICANT
five_state_radius_sensitivity,CO,WUI-P,100,p_a,64,0,0.51156880429,-0.015873015873,0.005976317325,6.822722959468,9e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,100,p_s,58,0,0.421083954605,-0.017543859649,0.007311391432,5.129749407144,2.90128e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,200,p_a,64,0,0.41194451669,-0.015873015873,0.005976317325,5.534033120424,3.1295e-08,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,200,p_s,58,0,0.418589601969,-0.017543859649,0.007311391432,5.100577969447,3.38618e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,300,p_a,64,0,0.489989121659,-0.015873015873,0.005976317325,6.543579003658,6e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,300,p_s,58,0,0.46636599988,-0.017543859649,0.007311391432,5.659322629261,1.5197e-08,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,400,p_a,64,0,0.513078519469,-0.015873015873,0.005976317325,6.842251878149,8e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,400,p_s,58,0,0.414529931961,-0.017543859649,0.007311391432,5.053100155358,4.34696e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,500,p_a,64,0,0.491359470071,-0.015873015873,0.005976317325,6.561305143701,5.3e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,500,p_s,58,0,0.412755392542,-0.017543859649,0.007311391432,5.032346928517,4.84511e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,600,p_a,64,0,0.495985915527,-0.015873015873,0.005976317325,6.621150522715,3.6e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,600,p_s,58,0,0.422419909751,-0.017543859649,0.007311391432,5.145373393799,2.66989e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,700,p_a,64,0,0.505238400069,-0.015873015873,0.005976317325,6.740836024135,1.6e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,700,p_s,58,0,0.416084197055,-0.017543859649,0.007311391432,5.071277275427,3.95155e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,800,p_a,64,0,0.502356230858,-0.015873015873,0.005976317325,6.703553728161,2e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,800,p_s,58,0,0.415708821377,-0.017543859649,0.007311391432,5.066887259342,4.04374e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,900,p_a,64,0,0.506920196417,-0.015873015873,0.005976317325,6.762590898545,1.4e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,900,p_s,58,0,0.418434165681,-0.017543859649,0.007311391432,5.098760143081,3.41885e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,1000,p_a,64,0,0.510910338847,-0.015873015873,0.005976317325,6.81420538062,9e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-P,1000,p_s,58,0,0.417886814256,-0.017543859649,0.007311391432,5.09235887176,3.53636e-07,True,FORMAL_COMPLETE,1113739de390527829fe2a9c730e159d81c56f7bcdc62b466cedab449e00785d,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,100,p_a,64,0,0.546857050749,-0.015873015873,0.005976317325,7.279194024357,0.0,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,100,p_s,64,0,0.516437032639,-0.015873015873,0.005976317325,6.885695920767,6e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,200,p_a,64,0,0.521659373958,-0.015873015873,0.005976317325,6.95324950992,4e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,200,p_s,64,0,0.517831221957,-0.015873015873,0.005976317325,6.903730454827,5e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,300,p_a,64,0,0.509875294481,-0.015873015873,0.005976317325,6.800816565599,1e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,300,p_s,64,0,0.508563642579,-0.015873015873,0.005976317325,6.783849694177,1.2e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,400,p_a,64,0,0.513453210773,-0.015873015873,0.005976317325,6.847098697019,8e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,400,p_s,64,0,0.511923778196,-0.015873015873,0.005976317325,6.827314723952,9e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,500,p_a,64,0,0.501474913956,-0.015873015873,0.005976317325,6.692153454547,2.2e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,500,p_s,64,0,0.523070490587,-0.015873015873,0.005976317325,6.971503007181,3e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,600,p_a,64,0,0.500533701644,-0.015873015873,0.005976317325,6.679978403953,2.4e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,600,p_s,64,0,0.545295333543,-0.015873015873,0.005976317325,7.258992433525,0.0,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,700,p_a,64,0,0.504946550754,-0.015873015873,0.005976317325,6.737060807714,1.6e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,700,p_s,64,0,0.562042315106,-0.015873015873,0.005976317325,7.475622991142,0.0,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,800,p_a,64,0,0.50370884888,-0.015873015873,0.005976317325,6.721050516779,1.8e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,800,p_s,64,0,0.569047172828,-0.015873015873,0.005976317325,7.566234318838,0.0,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,900,p_a,64,0,0.503699815125,-0.015873015873,0.005976317325,6.720933660655,1.8e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,900,p_s,64,0,0.566624244682,-0.015873015873,0.005976317325,7.534892535048,0.0,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,1000,p_a,64,0,0.506671788268,-0.015873015873,0.005976317325,6.759377615264,1.4e-11,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-S,1000,p_s,64,0,0.565219030333,-0.015873015873,0.005976317325,7.516715386713,0.0,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,,,,,,,,,,,,
five_state_radius_sensitivity,CO,WUI-Z,500,p_a,64,0,0.521784795776,-0.015873015873,0.005976317325,6.954871903684,4e-12,True,FORMAL_COMPLETE,24d8522d3f0a65de1ebd45ff426f29fce84800b68c46c984a4bb0d741be2215c,county_within_state_patch75_500m,WUI-P,area_proportion,0.055780370545,0.076858878422,0.05,r,0.0,,run1,ELIGIBLE_FORMAL_N_GE_30,POSITIVE_SIGNIFICANT
five_state_radius_sensitivity,FL,WUI-P,100,p_a,67,0,0.472252342298,-0.015151515152,0.006553587888,6.020733414524,1.736e-09,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,100,p_s,67,0,0.665566695116,-0.015151515152,0.006553587888,8.408679602734,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,200,p_a,67,0,0.562500942585,-0.015151515152,0.006553587888,7.135543556172,1e-12,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,200,p_s,67,0,0.667658423659,-0.015151515152,0.006553587888,8.434518011155,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,300,p_a,67,0,0.55553445064,-0.015151515152,0.006553587888,7.049488860057,2e-12,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,300,p_s,67,0,0.664160270841,-0.015151515152,0.006553587888,8.391306523929,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,400,p_a,67,0,0.553738166376,-0.015151515152,0.006553587888,7.027299973936,2e-12,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,400,p_s,67,0,0.661929449911,-0.015151515152,0.006553587888,8.363749954754,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,500,p_a,67,0,0.568451308677,-0.015151515152,0.006553587888,7.209046396601,1e-12,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,500,p_s,67,0,0.665616390977,-0.015151515152,0.006553587888,8.409293478735,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,600,p_a,67,0,0.572127458812,-0.015151515152,0.006553587888,7.254456623895,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,600,p_s,67,0,0.66608971819,-0.015151515152,0.006553587888,8.415140328175,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,700,p_a,67,0,0.57284266186,-0.015151515152,0.006553587888,7.263291282922,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,700,p_s,67,0,0.665720223404,-0.015151515152,0.006553587888,8.410576085256,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,800,p_a,67,0,0.577509364303,-0.015151515152,0.006553587888,7.320937464642,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,800,p_s,67,0,0.665997321406,-0.015151515152,0.006553587888,8.413998982242,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,900,p_a,67,0,0.579690269094,-0.015151515152,0.006553587888,7.347877436794,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
five_state_radius_sensitivity,FL,WUI-P,900,p_s,67,0,0.666012949461,-0.015151515152,0.006553587888,8.414192030272,0.0,True,FORMAL_COMPLETE,104f6731c9f83335756d169a17b5c361bb27549fdae812b96ce8cafdbe6b60a1,,,,,,,,,,,,
